0.002,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08541,-0.0128626,2.05238
0.004,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.006,-0.00193574,1.07145,-0.0124977,2.04642,-0.00189921,1.08538,-0.0129082,2.0523
0.008,-0.00193574,1.07148,-0.0125433,2.04642,-0.00189921,1.08538,-0.0129082,2.0523
0.01,-0.00189921,1.07145,-0.0124977,2.0465,-0.00182617,1.08535,-0.0128626,2.0523
0.012,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08535,-0.0128626,2.0523
0.014,-0.00189921,1.07145,-0.0124977,2.0465,-0.00182617,1.08535,-0.0128626,2.0523
0.016,-0.00189921,1.07148,-0.0125433,2.04642,-0.00182617,1.08538,-0.012817,2.05238
0.018,-0.00189921,1.07142,-0.0125433,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.02,-0.00189921,1.07145,-0.0124977,2.04642,-0.00182617,1.08543,-0.012817,2.0523
0.022,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.05238
0.024,-0.00193574,1.07148,-0.0125433,2.0465,-0.00189921,1.08538,-0.0129082,2.0523
0.026,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.028,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.05238
0.03,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08535,-0.0128626,2.05238
0.032,-0.00189921,1.07148,-0.0125433,2.04642,-0.00186269,1.08541,-0.0128626,2.0523
0.034,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08535,-0.0128626,2.0523
0.036,-0.00189921,1.07145,-0.0124977,2.0465,-0.00189921,1.08538,-0.0129082,2.0523
0.038,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.04,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08535,-0.0128626,2.0523
0.042,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.044,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08541,-0.0128626,2.05238
0.046,-0.00189921,1.07148,-0.0125433,2.04642,-0.00189921,1.08538,-0.012817,2.05238
0.048,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.05,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.052,-0.00189921,1.07148,-0.0125433,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.054,-0.00189921,1.07148,-0.0125433,2.0465,-0.00186269,1.08538,-0.0129082,2.05238
0.056,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.058,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.05238
0.06,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.062,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.064,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.066,-0.00189921,1.07148,-0.0125433,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.068,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.07,-0.00189921,1.07148,-0.0125433,2.0465,-0.00182617,1.08538,-0.0129082,2.0523
0.072,-0.00193574,1.07145,-0.0124977,2.0465,-0.00182617,1.08541,-0.0128626,2.0523
0.074,-0.00193574,1.07145,-0.0124977,2.0465,-0.00182617,1.08541,-0.0128626,2.05238
0.076,-0.00193574,1.07145,-0.0124977,2.0465,-0.00189921,1.08541,-0.0128626,2.0523
0.078,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08538,-0.0129082,2.0523
0.08,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.012817,2.0523
0.082,-0.00189921,1.07148,-0.0125433,2.0465,-0.00189921,1.08535,-0.0128626,2.0523
0.084,-0.00189921,1.07148,-0.0125433,2.0465,-0.00189921,1.08541,-0.0128626,2.0523
0.086,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.088,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.05238
0.09,-0.00193574,1.07148,-0.0125433,2.04642,-0.00186269,1.08541,-0.0128626,2.0523
0.092,-0.00193574,1.07148,-0.0125433,2.04642,-0.00182617,1.08541,-0.0128626,2.05238
0.094,-0.00193574,1.07145,-0.0124977,2.04642,-0.00186269,1.08541,-0.0128626,2.0523
0.096,-0.00189921,1.07145,-0.0124977,2.0465,-0.00182617,1.08541,-0.0128626,2.0523
0.098,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.1,-0.00189921,1.07148,-0.0125433,2.0465,-0.00186269,1.08538,-0.012817,2.0523
0.102,-0.00189921,1.07148,-0.0125433,2.0465,-0.00182617,1.08538,-0.0129082,2.0523
0.104,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08535,-0.0128626,2.05238
0.106,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08541,-0.0128626,2.0523
0.108,-0.00189921,1.07145,-0.0124977,2.04642,-0.00186269,1.08541,-0.0128626,2.0523
0.11,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.012817,2.0523
0.112,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.0523
0.114,-0.00189921,1.07145,-0.0124977,2.0465,-0.00182617,1.08535,-0.0128626,2.0523
0.116,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08535,-0.0128626,2.05238
0.118,-0.00193574,1.07145,-0.0124977,2.0465,-0.00186269,1.08541,-0.0128626,2.05238
0.12,-0.00193574,1.07145,-0.0124977,2.0465,-0.00189921,1.08541,-0.0128626,2.05238
0.122,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
0.124,-0.00189921,1.07145,-0.0124977,2.0465,-0.00186269,1.08538,-0.0129082,2.0523
